crop_id,split,image_path,label_path,crop_path,class_id,class_name,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area,image_width,image_height,relative_area
train_027525_jpg.rf.2decff87a14e105b2a4b45f12e0de4a4_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027525_jpg.rf.2decff87a14e105b2a4b45f12e0de4a4.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027525_jpg.rf.2decff87a14e105b2a4b45f12e0de4a4.txt,data\crops\train\train_027525_jpg.rf.2decff87a14e105b2a4b45f12e0de4a4_000_knife.png,1,knife,228,161,265,207,37,46,1702,416,416,0.0098349667159763
train_027528_jpg.rf.11e99d0b7539fadaacdf7e442e31f021_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027528_jpg.rf.11e99d0b7539fadaacdf7e442e31f021.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027528_jpg.rf.11e99d0b7539fadaacdf7e442e31f021.txt,data\crops\train\train_027528_jpg.rf.11e99d0b7539fadaacdf7e442e31f021_000_knife.png,1,knife,178,177,235,203,57,26,1482,416,416,0.0085637019230769
train_027536_jpg.rf.3e1dbb99217aa902fd4d9ce52761114c_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027536_jpg.rf.3e1dbb99217aa902fd4d9ce52761114c.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027536_jpg.rf.3e1dbb99217aa902fd4d9ce52761114c.txt,data\crops\train\train_027536_jpg.rf.3e1dbb99217aa902fd4d9ce52761114c_000_scissors.png,3,scissors,290,253,338,309,48,56,2688,416,416,0.0155325443786982
train_027537_jpg.rf.e95fba1c89a3aa395efc63b5c45ec2c2_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027537_jpg.rf.e95fba1c89a3aa395efc63b5c45ec2c2.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027537_jpg.rf.e95fba1c89a3aa395efc63b5c45ec2c2.txt,data\crops\train\train_027537_jpg.rf.e95fba1c89a3aa395efc63b5c45ec2c2_000_scissors.png,3,scissors,168,160,196,246,28,86,2408,416,416,0.0139145710059171
train_027540_jpg.rf.9830f0ec80fe01ae3d37d7401f1b0538_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027540_jpg.rf.9830f0ec80fe01ae3d37d7401f1b0538.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027540_jpg.rf.9830f0ec80fe01ae3d37d7401f1b0538.txt,data\crops\train\train_027540_jpg.rf.9830f0ec80fe01ae3d37d7401f1b0538_000_scissors.png,3,scissors,212,174,235,251,23,77,1771,416,416,0.0102336815828402
train_027541_jpg.rf.2e7fee362f59ab787ebc7ee06fb7af61_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027541_jpg.rf.2e7fee362f59ab787ebc7ee06fb7af61.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027541_jpg.rf.2e7fee362f59ab787ebc7ee06fb7af61.txt,data\crops\train\train_027541_jpg.rf.2e7fee362f59ab787ebc7ee06fb7af61_000_knife.png,1,knife,253,230,287,277,34,47,1598,416,416,0.0092340051775147
train_027547_jpg.rf.fdd2992b6dc0ba7b410789dc1084084b_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027547_jpg.rf.fdd2992b6dc0ba7b410789dc1084084b.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027547_jpg.rf.fdd2992b6dc0ba7b410789dc1084084b.txt,data\crops\train\train_027547_jpg.rf.fdd2992b6dc0ba7b410789dc1084084b_000_wrench.png,4,wrench,310,199,340,237,30,38,1140,416,416,0.0065874630177514
train_027549_jpg.rf.a17569c679e42663d625ef15a94500d9_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027549_jpg.rf.a17569c679e42663d625ef15a94500d9.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027549_jpg.rf.a17569c679e42663d625ef15a94500d9.txt,data\crops\train\train_027549_jpg.rf.a17569c679e42663d625ef15a94500d9_000_knife.png,1,knife,123,240,178,262,55,22,1210,416,416,0.0069919563609467
train_027551_jpg.rf.237d3d958efab2a5093e4d3025aa23bb_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027551_jpg.rf.237d3d958efab2a5093e4d3025aa23bb.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027551_jpg.rf.237d3d958efab2a5093e4d3025aa23bb.txt,data\crops\train\train_027551_jpg.rf.237d3d958efab2a5093e4d3025aa23bb_000_wrench.png,4,wrench,138,202,159,252,21,50,1050,416,416,0.0060674001479289
train_027560_jpg.rf.d804f2c1430859fa63720b54a9ee8638_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027560_jpg.rf.d804f2c1430859fa63720b54a9ee8638.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027560_jpg.rf.d804f2c1430859fa63720b54a9ee8638.txt,data\crops\train\train_027560_jpg.rf.d804f2c1430859fa63720b54a9ee8638_000_wrench.png,4,wrench,269,164,329,187,60,23,1380,416,416,0.0079742973372781
train_027566_jpg.rf.8e83a400cc076af3ffc1e771e8952379_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027566_jpg.rf.8e83a400cc076af3ffc1e771e8952379.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027566_jpg.rf.8e83a400cc076af3ffc1e771e8952379.txt,data\crops\train\train_027566_jpg.rf.8e83a400cc076af3ffc1e771e8952379_000_scissors.png,3,scissors,159,175,238,215,79,40,3160,416,416,0.0182599852071005
train_027568_jpg.rf.7c4ac2d2045fe3a113b17ea6b8b18915_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027568_jpg.rf.7c4ac2d2045fe3a113b17ea6b8b18915.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027568_jpg.rf.7c4ac2d2045fe3a113b17ea6b8b18915.txt,data\crops\train\train_027568_jpg.rf.7c4ac2d2045fe3a113b17ea6b8b18915_000_scissors.png,3,scissors,180,159,198,234,18,75,1350,416,416,0.0078009430473372
train_027572_jpg.rf.cea80a6f4a4e348f229374d50bdda758_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027572_jpg.rf.cea80a6f4a4e348f229374d50bdda758.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027572_jpg.rf.cea80a6f4a4e348f229374d50bdda758.txt,data\crops\train\train_027572_jpg.rf.cea80a6f4a4e348f229374d50bdda758_000_knife.png,1,knife,286,188,318,228,32,40,1280,416,416,0.007396449704142
train_027578_jpg.rf.a30bb74bb9ebbe0b5055451edd1dd4e0_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027578_jpg.rf.a30bb74bb9ebbe0b5055451edd1dd4e0.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027578_jpg.rf.a30bb74bb9ebbe0b5055451edd1dd4e0.txt,data\crops\train\train_027578_jpg.rf.a30bb74bb9ebbe0b5055451edd1dd4e0_000_wrench.png,4,wrench,116,163,142,211,26,48,1248,416,416,0.0072115384615384
train_027580_jpg.rf.f88511bc33c8688414a9040de2b10c19_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027580_jpg.rf.f88511bc33c8688414a9040de2b10c19.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027580_jpg.rf.f88511bc33c8688414a9040de2b10c19.txt,data\crops\train\train_027580_jpg.rf.f88511bc33c8688414a9040de2b10c19_000_knife.png,1,knife,191,165,218,197,27,32,864,416,416,0.0049926035502958
train_027581_jpg.rf.8f62662dce435a37b09f0102b5dfb055_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027581_jpg.rf.8f62662dce435a37b09f0102b5dfb055.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027581_jpg.rf.8f62662dce435a37b09f0102b5dfb055.txt,data\crops\train\train_027581_jpg.rf.8f62662dce435a37b09f0102b5dfb055_000_scissors.png,3,scissors,244,181,314,219,70,38,2660,416,416,0.0153707470414201
train_027583_jpg.rf.cadd94a1792c20e01a51f9e3b9ec0272_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027583_jpg.rf.cadd94a1792c20e01a51f9e3b9ec0272.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027583_jpg.rf.cadd94a1792c20e01a51f9e3b9ec0272.txt,data\crops\train\train_027583_jpg.rf.cadd94a1792c20e01a51f9e3b9ec0272_000_wrench.png,4,wrench,296,235,316,276,20,41,820,416,416,0.0047383505917159
train_027588_jpg.rf.4e6f1de91857bdaea4c9e271e2ab1fb0_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027588_jpg.rf.4e6f1de91857bdaea4c9e271e2ab1fb0.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027588_jpg.rf.4e6f1de91857bdaea4c9e271e2ab1fb0.txt,data\crops\train\train_027588_jpg.rf.4e6f1de91857bdaea4c9e271e2ab1fb0_000_scissors.png,3,scissors,199,190,232,300,33,110,3630,416,416,0.0209758690828402
train_027590_jpg.rf.d8e4844594408c17a46d988874fb3948_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027590_jpg.rf.d8e4844594408c17a46d988874fb3948.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027590_jpg.rf.d8e4844594408c17a46d988874fb3948.txt,data\crops\train\train_027590_jpg.rf.d8e4844594408c17a46d988874fb3948_000_knife.png,1,knife,182,172,231,209,49,37,1813,416,416,0.0104763775887573
train_027603_jpg.rf.59b03ca30e7e50a4c3e41bf702d48ac7_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027603_jpg.rf.59b03ca30e7e50a4c3e41bf702d48ac7.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027603_jpg.rf.59b03ca30e7e50a4c3e41bf702d48ac7.txt,data\crops\train\train_027603_jpg.rf.59b03ca30e7e50a4c3e41bf702d48ac7_000_scissors.png,3,scissors,230,209,254,278,24,69,1656,416,416,0.0095691568047337
train_027606_jpg.rf.d41779e26e1d39c73a0293cab6699436_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027606_jpg.rf.d41779e26e1d39c73a0293cab6699436.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027606_jpg.rf.d41779e26e1d39c73a0293cab6699436.txt,data\crops\train\train_027606_jpg.rf.d41779e26e1d39c73a0293cab6699436_000_knife.png,1,knife,157,213,211,244,54,31,1674,416,416,0.0096731693786982
train_027610_jpg.rf.580de0c2be462e9812e2f7da2dd13c2c_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027610_jpg.rf.580de0c2be462e9812e2f7da2dd13c2c.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027610_jpg.rf.580de0c2be462e9812e2f7da2dd13c2c.txt,data\crops\train\train_027610_jpg.rf.580de0c2be462e9812e2f7da2dd13c2c_000_scissors.png,3,scissors,181,279,206,327,25,48,1200,416,416,0.0069341715976331
train_027616_jpg.rf.6ad48b4ee0193c000c8c91753a733197_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027616_jpg.rf.6ad48b4ee0193c000c8c91753a733197.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027616_jpg.rf.6ad48b4ee0193c000c8c91753a733197.txt,data\crops\train\train_027616_jpg.rf.6ad48b4ee0193c000c8c91753a733197_000_scissors.png,3,scissors,324,195,347,276,23,81,1863,416,416,0.0107653014053254
train_027618_jpg.rf.f0a5d153cec501d330d9245f89201280_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027618_jpg.rf.f0a5d153cec501d330d9245f89201280.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027618_jpg.rf.f0a5d153cec501d330d9245f89201280.txt,data\crops\train\train_027618_jpg.rf.f0a5d153cec501d330d9245f89201280_000_wrench.png,4,wrench,254,249,281,314,27,65,1755,416,416,0.0101412259615384
train_027626_jpg.rf.40c91e78d8dd5171d329913728a6bbec_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027626_jpg.rf.40c91e78d8dd5171d329913728a6bbec.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027626_jpg.rf.40c91e78d8dd5171d329913728a6bbec.txt,data\crops\train\train_027626_jpg.rf.40c91e78d8dd5171d329913728a6bbec_000_wrench.png,4,wrench,207,231,242,270,35,39,1365,416,416,0.0078876201923076
train_027629_jpg.rf.5c053414e684e370b8dbc0a81afe0bc9_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027629_jpg.rf.5c053414e684e370b8dbc0a81afe0bc9.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027629_jpg.rf.5c053414e684e370b8dbc0a81afe0bc9.txt,data\crops\train\train_027629_jpg.rf.5c053414e684e370b8dbc0a81afe0bc9_000_wrench.png,4,wrench,196,187,247,225,51,38,1938,416,416,0.0111986871301775
train_027630_jpg.rf.1dcaa317a600efb49b680088b636540a_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027630_jpg.rf.1dcaa317a600efb49b680088b636540a.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027630_jpg.rf.1dcaa317a600efb49b680088b636540a.txt,data\crops\train\train_027630_jpg.rf.1dcaa317a600efb49b680088b636540a_000_scissors.png,3,scissors,215,206,242,299,27,93,2511,416,416,0.0145097540680473
train_027639_jpg.rf.6b7f50676b1c06a7d77ef712f8ec7255_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027639_jpg.rf.6b7f50676b1c06a7d77ef712f8ec7255.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027639_jpg.rf.6b7f50676b1c06a7d77ef712f8ec7255.txt,data\crops\train\train_027639_jpg.rf.6b7f50676b1c06a7d77ef712f8ec7255_000_scissors.png,3,scissors,191,178,275,226,84,48,4032,416,416,0.0232988165680473
train_027640_jpg.rf.a47d578095d96f336481e59c04b40c0a_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027640_jpg.rf.a47d578095d96f336481e59c04b40c0a.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027640_jpg.rf.a47d578095d96f336481e59c04b40c0a.txt,data\crops\train\train_027640_jpg.rf.a47d578095d96f336481e59c04b40c0a_000_wrench.png,4,wrench,277,182,318,226,41,44,1804,416,416,0.0104243713017751
train_027646_jpg.rf.0ca3b9df4cc2bbbb675508e607f4983d_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027646_jpg.rf.0ca3b9df4cc2bbbb675508e607f4983d.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027646_jpg.rf.0ca3b9df4cc2bbbb675508e607f4983d.txt,data\crops\train\train_027646_jpg.rf.0ca3b9df4cc2bbbb675508e607f4983d_000_wrench.png,4,wrench,200,178,231,210,31,32,992,416,416,0.00573224852071
train_027649_jpg.rf.48cbd7cbffaa8f066f9ac69d42958333_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027649_jpg.rf.48cbd7cbffaa8f066f9ac69d42958333.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027649_jpg.rf.48cbd7cbffaa8f066f9ac69d42958333.txt,data\crops\train\train_027649_jpg.rf.48cbd7cbffaa8f066f9ac69d42958333_000_knife.png,1,knife,219,230,244,253,25,23,575,416,416,0.0033226238905325
train_027650_jpg.rf.060bdeadb5c86df86c48f69df6635659_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027650_jpg.rf.060bdeadb5c86df86c48f69df6635659.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027650_jpg.rf.060bdeadb5c86df86c48f69df6635659.txt,data\crops\train\train_027650_jpg.rf.060bdeadb5c86df86c48f69df6635659_000_knife.png,1,knife,258,160,286,219,28,59,1652,416,416,0.0095460428994082
train_027652_jpg.rf.6b6e779658d44e8b97ef6df050bed9b4_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027652_jpg.rf.6b6e779658d44e8b97ef6df050bed9b4.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027652_jpg.rf.6b6e779658d44e8b97ef6df050bed9b4.txt,data\crops\train\train_027652_jpg.rf.6b6e779658d44e8b97ef6df050bed9b4_000_scissors.png,3,scissors,92,150,166,181,74,31,2294,416,416,0.013255824704142
train_027653_jpg.rf.bce0b8c69aba8cbcf1a7203c9d082ce2_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027653_jpg.rf.bce0b8c69aba8cbcf1a7203c9d082ce2.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027653_jpg.rf.bce0b8c69aba8cbcf1a7203c9d082ce2.txt,data\crops\train\train_027653_jpg.rf.bce0b8c69aba8cbcf1a7203c9d082ce2_000_wrench.png,4,wrench,192,211,211,263,19,52,988,416,416,0.0057091346153846
train_027655_jpg.rf.781b1804fb4eea85696046e950e175ed_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027655_jpg.rf.781b1804fb4eea85696046e950e175ed.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027655_jpg.rf.781b1804fb4eea85696046e950e175ed.txt,data\crops\train\train_027655_jpg.rf.781b1804fb4eea85696046e950e175ed_000_scissors.png,3,scissors,183,195,202,275,19,80,1520,416,416,0.0087832840236686
train_027656_jpg.rf.ddbfa7f54ce004319e91f19e208793b1_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027656_jpg.rf.ddbfa7f54ce004319e91f19e208793b1.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027656_jpg.rf.ddbfa7f54ce004319e91f19e208793b1.txt,data\crops\train\train_027656_jpg.rf.ddbfa7f54ce004319e91f19e208793b1_000_scissors.png,3,scissors,215,182,292,214,77,32,2464,416,416,0.0142381656804733
train_027659_jpg.rf.4c8a135ea59deec3dd7ed06aeb425bf0_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027659_jpg.rf.4c8a135ea59deec3dd7ed06aeb425bf0.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027659_jpg.rf.4c8a135ea59deec3dd7ed06aeb425bf0.txt,data\crops\train\train_027659_jpg.rf.4c8a135ea59deec3dd7ed06aeb425bf0_000_knife.png,1,knife,219,200,268,240,49,40,1960,416,416,0.0113258136094674
train_027665_jpg.rf.fc808278c75b528eae72bf0dd4d776a6_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027665_jpg.rf.fc808278c75b528eae72bf0dd4d776a6.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027665_jpg.rf.fc808278c75b528eae72bf0dd4d776a6.txt,data\crops\train\train_027665_jpg.rf.fc808278c75b528eae72bf0dd4d776a6_000_scissors.png,3,scissors,196,195,269,233,73,38,2774,416,416,0.0160294933431952
train_027666_jpg.rf.133828b77f920eeda7bd5c0185aa65a5_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027666_jpg.rf.133828b77f920eeda7bd5c0185aa65a5.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027666_jpg.rf.133828b77f920eeda7bd5c0185aa65a5.txt,data\crops\train\train_027666_jpg.rf.133828b77f920eeda7bd5c0185aa65a5_000_wrench.png,4,wrench,234,199,271,225,37,26,962,416,416,0.0055588942307692
train_027672_jpg.rf.e5cda9f204b5d4db2351750d95bd9ca2_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027672_jpg.rf.e5cda9f204b5d4db2351750d95bd9ca2.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027672_jpg.rf.e5cda9f204b5d4db2351750d95bd9ca2.txt,data\crops\train\train_027672_jpg.rf.e5cda9f204b5d4db2351750d95bd9ca2_000_wrench.png,4,wrench,306,222,342,284,36,62,2232,416,416,0.0128975591715976
train_027674_jpg.rf.15a5b43fa33e5723f3a4b0bf424e72d0_000_wrench,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027674_jpg.rf.15a5b43fa33e5723f3a4b0bf424e72d0.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027674_jpg.rf.15a5b43fa33e5723f3a4b0bf424e72d0.txt,data\crops\train\train_027674_jpg.rf.15a5b43fa33e5723f3a4b0bf424e72d0_000_wrench.png,4,wrench,202,188,248,240,46,52,2392,416,416,0.0138221153846153
train_027676_jpg.rf.250d9cb40ce2c929f383b209f11fadf1_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027676_jpg.rf.250d9cb40ce2c929f383b209f11fadf1.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027676_jpg.rf.250d9cb40ce2c929f383b209f11fadf1.txt,data\crops\train\train_027676_jpg.rf.250d9cb40ce2c929f383b209f11fadf1_000_scissors.png,3,scissors,136,104,161,211,25,107,2675,416,416,0.0154574241863905
train_027677_jpg.rf.8183a32e0c6df4b338951279c7f1a0e2_000_knife,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027677_jpg.rf.8183a32e0c6df4b338951279c7f1a0e2.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027677_jpg.rf.8183a32e0c6df4b338951279c7f1a0e2.txt,data\crops\train\train_027677_jpg.rf.8183a32e0c6df4b338951279c7f1a0e2_000_knife.png,1,knife,204,185,239,225,35,40,1400,416,416,0.0080898668639053
train_027683_jpg.rf.b049196ca3b0637c00c973faac8f3068_000_scissors,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\027683_jpg.rf.b049196ca3b0637c00c973faac8f3068.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\027683_jpg.rf.b049196ca3b0637c00c973faac8f3068.txt,data\crops\train\train_027683_jpg.rf.b049196ca3b0637c00c973faac8f3068_000_scissors.png,3,scissors,194,143,219,224,25,81,2025,416,416,0.0117014145710059
